,Accession,Protein,Organism_Name,Species,Genotype,Isolate,Length,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
670,ANY26472.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN22,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
671,ANY26473.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN23,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
672,ANY26474.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN24,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
673,ANY26475.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN25,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
674,ANY26476.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN26,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
675,ANY26477.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN27,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
676,ANY26478.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN28,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
677,ANY26479.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN29,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
678,ANY26480.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN30,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
679,ANY26481.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN31,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
680,ANY26482.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN32,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
681,ANY26483.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN33,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
682,ANY26484.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN34,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
683,ANY26485.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN35,530,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
684,ANY26486.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN36,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
685,ANY26487.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN37,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
686,ANY26488.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN38,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
687,ANY26489.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN39,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
688,ANY26490.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN40,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
689,ANY26491.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN41,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
690,ANY26492.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN42,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
691,ANY26493.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN43,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
692,ANY26494.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN44,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
693,ANY26495.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN45,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
694,ANY26496.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN46,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
695,ANY26497.1,major capsid protein L1,Human papillomavirus type 16,Alphapapillomavirus 9,,16CN47,531,China,Homo sapiens,cervix,"Cao,M., Chenzhang,Y., Ding,X., Zhang,Y., JIng,Y., Chen,Z.",2015-09-30,2016-08-07,dsDNA
818,ANA05363.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,Seq027-PR,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
819,ANA05364.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,Seq11-005356,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
820,ANA05365.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,Seq11-010477,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
821,ANA05366.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-002,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
822,ANA05367.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-007,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
823,ANA05368.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-128,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
824,ANA05369.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-132,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
825,ANA05370.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-134,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
826,ANA05371.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-146,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
827,ANA05372.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-192,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
828,ANA05373.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-193,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
829,ANA05374.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-250,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
830,ANA05375.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-290,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
831,ANA05376.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-336,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
832,ANA05377.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-339,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
833,ANA05378.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-341,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
834,ANA05379.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-351,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
835,ANA05380.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-367,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
836,ANA05381.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-374,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
837,ANA05382.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-395,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
838,ANA05383.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-413,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
839,ANA05384.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-429,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
840,ANA05385.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-440,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
841,ANA05386.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-445,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
842,ANA05387.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-446,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
843,ANA05388.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-459,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
844,ANA05389.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-473,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
845,ANA05390.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-491,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
846,ANA05391.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-503,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
847,ANA05392.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-509,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
848,ANA05393.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-525,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
849,ANA05394.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-526,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
850,ANA05395.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-534,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
851,ANA05396.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-537,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
852,ANA05397.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-550,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
853,ANA05398.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-551,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
854,ANA05399.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-552,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
855,ANA05400.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-555,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
856,ANA05401.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-588,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
857,ANA05402.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-592,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
858,ANA05403.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-598,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
859,ANA05404.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-602,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
860,ANA05405.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-607,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
861,ANA05406.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-628,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
862,ANA05407.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-635,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
863,ANA05408.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-640,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
864,ANA05409.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-645,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
865,ANA05410.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-649,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
866,ANA05411.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-653,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
867,ANA05412.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-671,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
868,ANA05413.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-682,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
869,ANA05414.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-692,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
870,ANA05415.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-697,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
871,ANA05416.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-699,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
872,ANA05417.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-706,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
873,ANA05418.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqAAA-726,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
874,ANA05419.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqB011072892,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
875,ANA05420.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqB011092679,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2011,2016-04-25,dsDNA
876,ANA05421.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqBBB0900329,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
877,ANA05422.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqBBB0900462,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
878,ANA05423.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqBBB0900467,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
879,ANA05424.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqBBB0900476,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
880,ANA05425.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqBBB0900490,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
881,ANA05426.1,major capsid L1 protein,Human papillomavirus type 16,Alphapapillomavirus 9,,SeqBBB0900504,531,Netherlands,Homo sapiens,,"King,A.J., Sonsma,J.A., Vriend,H.J., van der Sande,M.A., Feltkamp,M.C., Boot,H.J., Koopmans,M.P.",2009,2016-04-25,dsDNA
